Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
7/8/2024 18:08,18:08:00,CNR4053893416,Success,CID708547,Auto,Vijayanagar,Rajarajeshwari Nagar,259,30,null,null,No,null,283,UPI,7,3.4,3.4
7/18/2024 15:06,15:06:00,CNR5706980210,Success,CID228167,eBike,Malleshwaram,Indiranagar,168,120,null,null,No,null,463,Cash,15,4.4,3.6
7/16/2024 15:17,15:17:00,CNR8545338624,Success,CID691224,Auto,Electronic City,JP Nagar,140,145,null,null,No,null,353,UPI,7,4.7,4.9
7/2/2024 0:04,0:04:00,CNR6792235623,Driver Not Found,CID439520,Prime Sedan,Devanahalli,JP Nagar,null,null,null,null,null,null,495,null,0,null,null
7/12/2024 13:28,13:28:00,CNR3347159067,Success,CID823164,Auto,Varthur,Kengeri,133,135,null,null,No,null,292,UPI,16,4.6,3.5
7/6/2024 15:29,15:29:00,CNR2200769825,Success,CID637025,Prime Plus,Mysore Road,Malleshwaram,210,25,null,null,No,null,448,UPI,15,3.2,4.9
7/30/2024 14:25,14:25:00,CNR8037382031,Canceled by Customer,CID440310,Prime SUV,Indiranagar,Hosur Road,null,null,AC is Not working,null,null,null,103,null,0,null,null
7/14/2024 2:37,2:37:00,CNR8476582596,Canceled by Driver,CID687136,Auto,Richmond Town,Electronic City,null,null,null,More than permitted people in there,null,null,186,null,0,null,null
7/2/2024 6:30,6:30:00,CNR7073850950,Success,CID880026,Auto,Vijayanagar,Langford Town,301,105,null,null,Yes,Customer Demand,110,Cash,3,3.7,3.6
7/10/2024 18:50,18:50:00,CNR6613464835,Canceled by Customer,CID489613,Mini,Whitefield,Vijayanagar,null,null,Change of plans,null,null,null,173,null,0,null,null
7/28/2024 9:40,9:40:00,CNR7956960667,Success,CID407740,Prime Plus,Nagarbhavi,Shivajinagar,210,105,null,null,No,null,512,Cash,14,4.9,4.9
7/26/2024 18:46,18:46:00,CNR3469722999,Driver Not Found,CID822937,Prime SUV,Jayanagar,Peenya,null,null,null,null,null,null,2005,null,0,null,null
7/20/2024 8:46,8:46:00,CNR9952584604,Success,CID184856,Bike,Hosur Road,Hennur,224,65,null,null,Yes,Customer Demand,238,Cash,18,4.7,4.6
7/27/2024 18:23,18:23:00,CNR5433575259,Success,CID763377,Prime Sedan,Indiranagar,Langford Town,189,135,null,null,Yes,Vehicle Breakdown,1921,UPI,40,3.3,3.9
7/20/2024 5:13,5:13:00,CNR3797151024,Driver Not Found,CID106150,Mini,KR Puram,Banashankari,null,null,null,null,null,null,296,null,0,null,null
7/9/2024 9:36,9:36:00,CNR1888228418,Success,CID913584,eBike,Kadugodi,Varthur,273,110,null,null,No,null,499,Cash,14,4.8,3.9
7/23/2024 12:03,12:03:00,CNR6094620721,Success,CID195370,Prime Plus,JP Nagar,Mysore Road,238,25,null,null,No,null,525,Cash,22,4.3,4
7/30/2024 6:56,6:56:00,CNR2029679396,Success,CID825106,Prime Plus,Peenya,Frazer Town,105,30,null,null,No,null,308,Cash,13,4.7,3.3
7/5/2024 7:11,7:11:00,CNR5108136862,Canceled by Customer,CID869726,Prime SUV,Chickpet,JP Nagar,null,null,Driver asked to cancel,null,null,null,118,null,0,null,null
7/30/2024 15:14,15:14:00,CNR9998375791,Success,CID173858,Mini,Hosur Road,Yeshwanthpur,203,90,null,null,No,null,164,UPI,33,3.6,3.8
7/30/2024 10:26,10:26:00,CNR7197746515,Canceled by Driver,CID911238,Mini,Banashankari,HSR Layout,null,null,null,Customer related issue,null,null,228,null,0,null,null
7/27/2024 11:45,11:45:00,CNR3914143185,Canceled by Customer,CID656359,Bike,Kadugodi,Chickpet,null,null,Change of plans,null,null,null,326,null,0,null,null
7/28/2024 7:49,7:49:00,CNR4970390019,Driver Not Found,CID656067,Bike,MG Road,Sahakar Nagar,null,null,null,null,null,null,849,null,0,null,null
7/4/2024 6:05,6:05:00,CNR4643101961,Success,CID843965,Prime Sedan,RT Nagar,Basavanagudi,308,110,null,null,No,null,678,Cash,32,4.6,3.5
7/4/2024 22:42,22:42:00,CNR9462510170,Canceled by Customer,CID517686,Prime Plus,Mysore Road,Ulsoor,null,null,Driver is not moving towards pickup location,null,null,null,431,null,0,null,null
7/4/2024 2:29,2:29:00,CNR3791458762,Success,CID253766,Prime Sedan,Malleshwaram,Marathahalli,280,80,null,null,No,null,235,UPI,13,4,3.9
7/20/2024 15:11,15:11:00,CNR6755458210,Success,CID762854,Mini,Magadi Road,Richmond Town,119,110,null,null,No,null,223,Cash,3,5,4.8
7/14/2024 22:17,22:17:00,CNR6729349884,Success,CID901336,Prime SUV,Bellandur,Kadugodi,49,95,null,null,No,null,445,Cash,48,3.2,4.7
7/13/2024 21:16,21:16:00,CNR3435305950,Success,CID780659,Prime Sedan,Hulimavu,Chamarajpet,98,125,null,null,No,null,601,UPI,22,3.7,3.4
7/17/2024 8:43,8:43:00,CNR2586365783,Canceled by Driver,CID105655,eBike,Chamarajpet,Electronic City,null,null,null,More than permitted people in there,null,null,198,null,0,null,null
7/19/2024 23:17,23:17:00,CNR3475649716,Canceled by Driver,CID154151,Prime Sedan,JP Nagar,Hosur Road,null,null,null,Personal & Car related issue,null,null,358,null,0,null,null
7/7/2024 16:50,16:50:00,CNR1463816868,Success,CID517719,Prime SUV,HSR Layout,Hulimavu,189,80,null,null,No,null,492,Cash,6,4.5,3.9
7/9/2024 2:29,2:29:00,CNR1412682969,Success,CID763740,Prime SUV,Electronic City,Vijayanagar,231,60,null,null,No,null,280,UPI,31,4.1,4.8
7/7/2024 2:53,2:53:00,CNR5341551432,Canceled by Customer,CID506435,Mini,Hebbal,Koramangala,null,null,Driver is not moving towards pickup location,null,null,null,233,null,0,null,null
7/11/2024 19:20,19:20:00,CNR5793610952,Success,CID490677,Bike,KR Puram,JP Nagar,56,130,null,null,No,null,984,Credit Card,24,3.9,3.7
7/3/2024 8:50,8:50:00,CNR1072231824,Success,CID703152,Auto,Ramamurthy Nagar,JP Nagar,56,120,null,null,No,null,100,Cash,7,3.5,4
7/15/2024 8:32,8:32:00,CNR1799581315,Canceled by Customer,CID493145,Mini,Varthur,Peenya,null,null,Change of plans,null,null,null,1899,null,0,null,null
7/23/2024 6:57,6:57:00,CNR9707279332,Success,CID666870,Prime Sedan,Rajarajeshwari Nagar,Hulimavu,147,55,null,null,No,null,833,UPI,14,3.3,3.1
7/23/2024 12:35,12:35:00,CNR2270293390,Success,CID656262,eBike,Marathahalli,Shivajinagar,133,105,null,null,No,null,435,UPI,3,4.1,3
7/28/2024 6:54,6:54:00,CNR3950192876,Driver Not Found,CID421288,Mini,Yelahanka,Malleshwaram,null,null,null,null,null,null,1703,null,0,null,null
7/4/2024 21:00,21:00:00,CNR9406709395,Success,CID139229,Auto,Ulsoor,Yeshwanthpur,196,105,null,null,No,null,484,UPI,5,4,3.3
7/5/2024 22:33,22:33:00,CNR8975176661,Success,CID173986,Auto,Rajarajeshwari Nagar,Sahakar Nagar,189,125,null,null,No,null,680,UPI,7,3.8,3.6
7/21/2024 10:55,10:55:00,CNR5071594520,Success,CID740051,Bike,KR Puram,Jayanagar,280,85,null,null,No,null,229,Cash,16,3.1,3.4
7/10/2024 1:20,1:20:00,CNR2377184626,Driver Not Found,CID323252,Prime Plus,Devanahalli,Banashankari,null,null,null,null,null,null,609,null,0,null,null
7/4/2024 20:48,20:48:00,CNR3575066041,Success,CID499436,Prime SUV,Shivajinagar,RT Nagar,301,105,null,null,Yes,Vehicle Breakdown,181,Credit Card,2,3.3,4.8
7/28/2024 12:22,12:22:00,CNR2930589148,Success,CID732234,eBike,Kadugodi,Ulsoor,105,140,null,null,No,null,717,UPI,3,4.9,3.3
7/17/2024 1:12,1:12:00,CNR7831208502,Success,CID737968,Auto,RT Nagar,Cox Town,245,135,null,null,No,null,262,Credit Card,12,3.5,3.7
7/15/2024 2:41,2:41:00,CNR8629694130,Canceled by Driver,CID321356,Prime SUV,Electronic City,KR Puram,null,null,null,Personal & Car related issue,null,null,158,null,0,null,null
7/5/2024 23:51,23:51:00,CNR8827885570,Success,CID521045,Prime SUV,Shantinagar,JP Nagar,63,95,null,null,No,null,231,Cash,49,4.8,3.2
7/9/2024 13:36,13:36:00,CNR1502301342,Success,CID545036,Bike,Chamarajpet,Peenya,119,100,null,null,No,null,246,UPI,23,3.9,3.3
7/7/2024 22:52,22:52:00,CNR1372123891,Canceled by Customer,CID348365,Prime SUV,Cox Town,Vijayanagar,null,null,Driver asked to cancel,null,null,null,228,null,0,null,null
7/3/2024 20:15,20:15:00,CNR3907697108,Success,CID234494,Prime SUV,Bellandur,Hosur Road,70,70,null,null,No,null,427,Cash,1,3.5,3
7/5/2024 17:47,17:47:00,CNR2390405629,Success,CID686818,Mini,MG Road,Richmond Town,287,110,null,null,No,null,305,Cash,37,3.2,3.3
7/19/2024 13:20,13:20:00,CNR5914410116,Success,CID903819,Prime SUV,MG Road,Marathahalli,203,80,null,null,No,null,270,Cash,8,4.3,4.5
7/3/2024 20:40,20:40:00,CNR9545114159,Canceled by Driver,CID576096,Prime Plus,BTM Layout,Frazer Town,null,null,null,Customer related issue,null,null,1501,null,0,null,null
7/21/2024 10:39,10:39:00,CNR4224138624,Success,CID990844,eBike,Kadugodi,Whitefield,175,35,null,null,No,null,489,UPI,16,3.7,3.9
7/14/2024 23:58,23:58:00,CNR5217934339,Success,CID427019,Prime SUV,Electronic City,Majestic,224,75,null,null,No,null,791,UPI,21,5,3.9
7/16/2024 19:16,19:16:00,CNR6744298420,Canceled by Driver,CID339373,Auto,Hebbal,Koramangala,null,null,null,Customer related issue,null,null,400,null,0,null,null
7/5/2024 8:54,8:54:00,CNR7537935962,Success,CID200131,eBike,Shantinagar,Hebbal,63,100,null,null,Yes,Customer Demand,460,UPI,4,3.6,3.7
7/26/2024 16:01,16:01:00,CNR6035356524,Canceled by Driver,CID375929,Auto,Rajarajeshwari Nagar,Koramangala,null,null,null,Customer related issue,null,null,354,null,0,null,null
7/20/2024 16:43,16:43:00,CNR4079474864,Success,CID197349,Prime Sedan,Peenya,Varthur,140,90,null,null,No,null,2047,UPI,29,3,3.7
7/24/2024 3:31,3:31:00,CNR4597527178,Canceled by Driver,CID768687,Prime Plus,Ramamurthy Nagar,Ramamurthy Nagar,null,null,null,Personal & Car related issue,null,null,418,null,0,null,null
7/19/2024 3:58,3:58:00,CNR1983010766,Success,CID811508,Prime Plus,Whitefield,Indiranagar,147,50,null,null,No,null,2655,UPI,26,3.3,4.5
7/2/2024 17:11,17:11:00,CNR4517742155,Canceled by Driver,CID137387,Prime Plus,KR Puram,Hosur Road,null,null,null,More than permitted people in there,null,null,364,null,0,null,null
7/11/2024 8:02,8:02:00,CNR4679441912,Success,CID501578,Bike,JP Nagar,Shivajinagar,224,130,null,null,No,null,2655,Cash,4,3.1,4.4
7/10/2024 1:13,1:13:00,CNR1076402213,Success,CID133857,Mini,Kengeri,JP Nagar,140,50,null,null,No,null,828,Cash,34,4.1,4.8
7/22/2024 17:10,17:10:00,CNR6208623380,Success,CID612908,eBike,Chickpet,Indiranagar,217,35,null,null,No,null,276,UPI,34,4.4,4.1
7/13/2024 22:21,22:21:00,CNR3629707818,Canceled by Customer,CID176370,eBike,Hulimavu,Majestic,null,null,Driver asked to cancel,null,null,null,2712,null,0,null,null
7/2/2024 7:02,7:02:00,CNR5856350738,Success,CID362252,Prime SUV,MG Road,Hebbal,217,115,null,null,No,null,379,Cash,30,4.7,4.5
7/2/2024 2:35,2:35:00,CNR2780804227,Driver Not Found,CID211065,Prime SUV,Hebbal,Vijayanagar,null,null,null,null,null,null,316,null,0,null,null
7/14/2024 3:32,3:32:00,CNR7556753006,Canceled by Customer,CID898523,Mini,Langford Town,KR Puram,null,null,AC is Not working,null,null,null,303,null,0,null,null
7/13/2024 0:32,0:32:00,CNR2722435581,Success,CID877036,Mini,Padmanabhanagar,Malleshwaram,98,55,null,null,Yes,Vehicle Breakdown,323,UPI,14,4.2,4.5
7/29/2024 11:19,11:19:00,CNR9290227906,Canceled by Driver,CID753312,Prime Sedan,Vijayanagar,Ramamurthy Nagar,null,null,null,Customer related issue,null,null,840,null,0,null,null
7/16/2024 18:09,18:09:00,CNR1347489072,Success,CID285104,eBike,Hennur,Hosur Road,273,55,null,null,No,null,676,UPI,8,3.6,3.9
7/17/2024 20:57,20:57:00,CNR7720291436,Success,CID133774,Prime SUV,Shantinagar,Chamarajpet,252,95,null,null,No,null,387,Cash,19,4.4,4.8
7/27/2024 17:14,17:14:00,CNR6838162057,Success,CID662763,Prime Plus,Ulsoor,BTM Layout,273,130,null,null,No,null,349,UPI,6,4.9,4
7/4/2024 20:13,20:13:00,CNR6166016638,Canceled by Customer,CID662385,Prime SUV,Sahakar Nagar,BTM Layout,null,null,Driver is not moving towards pickup location,null,null,null,743,null,0,null,null
7/16/2024 10:17,10:17:00,CNR8406580820,Success,CID649349,Auto,Banashankari,Yeshwanthpur,245,55,null,null,No,null,173,Cash,17,4.3,4.6
7/29/2024 8:28,8:28:00,CNR5947910660,Success,CID422131,Auto,Rajajinagar,HSR Layout,287,120,null,null,No,null,105,UPI,13,4.5,3.5
7/12/2024 9:52,9:52:00,CNR8113882660,Success,CID445833,Prime SUV,JP Nagar,Yeshwanthpur,42,30,null,null,No,null,552,Cash,5,4.5,3.8
7/3/2024 7:09,7:09:00,CNR3789535898,Canceled by Driver,CID526348,Mini,Marathahalli,Marathahalli,null,null,null,Customer was coughing/sick,null,null,313,null,0,null,null
7/10/2024 17:06,17:06:00,CNR9181242940,Canceled by Customer,CID363462,Mini,Hebbal,Peenya,null,null,AC is Not working,null,null,null,424,null,0,null,null
7/12/2024 20:10,20:10:00,CNR6438361240,Success,CID552719,Auto,Richmond Town,Banashankari,308,130,null,null,No,null,493,UPI,7,3.8,4.7
7/17/2024 10:08,10:08:00,CNR8478583704,Canceled by Driver,CID176945,Prime SUV,Frazer Town,RT Nagar,null,null,null,Personal & Car related issue,null,null,394,null,0,null,null
7/23/2024 8:25,8:25:00,CNR5495479048,Success,CID497169,Auto,Sarjapur Road,Basavanagudi,77,100,null,null,Yes,Other Issue,2890,Cash,7,4.1,4.5
7/10/2024 3:59,3:59:00,CNR1747667235,Canceled by Driver,CID972016,Prime Sedan,Bannerghatta Road,Frazer Town,null,null,null,Personal & Car related issue,null,null,135,null,0,null,null
7/25/2024 15:46,15:46:00,CNR8742059228,Canceled by Driver,CID912775,eBike,Langford Town,Padmanabhanagar,null,null,null,More than permitted people in there,null,null,179,null,0,null,null
7/30/2024 12:24,12:24:00,CNR2249500651,Success,CID195665,Prime SUV,Tumkur Road,Frazer Town,63,40,null,null,No,null,280,Cash,20,4.5,4.8
7/29/2024 15:02,15:02:00,CNR3015771885,Success,CID918718,Prime SUV,Vijayanagar,Hulimavu,77,75,null,null,No,null,354,Cash,24,4.6,4.1
7/14/2024 11:05,11:05:00,CNR9742204042,Success,CID292149,Prime Sedan,Shivajinagar,Yeshwanthpur,301,135,null,null,No,null,439,Cash,44,4.4,4.8
7/20/2024 13:28,13:28:00,CNR5414088243,Driver Not Found,CID993758,Auto,Banashankari,Nagarbhavi,null,null,null,null,null,null,645,null,0,null,null
7/28/2024 16:28,16:28:00,CNR5897488662,Success,CID352984,Auto,Bannerghatta Road,Shantinagar,189,85,null,null,No,null,264,Cash,4,3.6,3.4
7/23/2024 0:13,0:13:00,CNR8097977794,Success,CID789728,Auto,Kadugodi,Electronic City,119,100,null,null,No,null,445,Cash,15,3.9,4.7
7/5/2024 11:19,11:19:00,CNR7665734704,Success,CID921378,Prime Plus,Mysore Road,Padmanabhanagar,84,95,null,null,No,null,399,Cash,26,4.4,4
7/20/2024 13:04,13:04:00,CNR3295803854,Success,CID835843,Prime Plus,Indiranagar,Kammanahalli,112,100,null,null,No,null,496,UPI,33,5,4.9
7/12/2024 6:15,6:15:00,CNR1857015366,Driver Not Found,CID673441,Auto,Cox Town,Chamarajpet,null,null,null,null,null,null,872,null,0,null,null
7/29/2024 18:54,18:54:00,CNR6533526552,Canceled by Customer,CID221628,Auto,Yelahanka,Ulsoor,null,null,Driver asked to cancel,null,null,null,346,null,0,null,null
7/30/2024 15:50,15:50:00,CNR4196099018,Driver Not Found,CID850806,Auto,Cox Town,Peenya,null,null,null,null,null,null,387,null,0,null,null
7/5/2024 22:10,22:10:00,CNR6151870263,Driver Not Found,CID807991,Prime Plus,Shantinagar,Shantinagar,null,null,null,null,null,null,247,null,0,null,null
7/23/2024 22:58,22:58:00,CNR4877674130,Success,CID108174,Auto,RT Nagar,Rajarajeshwari Nagar,175,25,null,null,No,null,767,UPI,8,4.3,4.5
7/17/2024 21:12,21:12:00,CNR3535977567,Success,CID310505,Prime Sedan,Kammanahalli,Yeshwanthpur,168,25,null,null,No,null,203,UPI,24,4.4,3.3
7/26/2024 7:08,7:08:00,CNR9380992083,Success,CID599667,Prime Sedan,Banashankari,Koramangala,203,125,null,null,No,null,658,UPI,45,3.5,4.9
7/22/2024 21:18,21:18:00,CNR2409982110,Success,CID949960,Auto,RT Nagar,Hennur,252,25,null,null,No,null,366,Cash,8,4.1,3.4
7/5/2024 5:50,5:50:00,CNR1744423480,Canceled by Customer,CID759125,Bike,Indiranagar,Rajarajeshwari Nagar,null,null,Driver is not moving towards pickup location,null,null,null,229,null,0,null,null
7/9/2024 1:51,1:51:00,CNR8089487405,Success,CID921577,Prime Sedan,Ulsoor,Varthur,168,75,null,null,No,null,319,Cash,22,3.2,4
7/7/2024 8:26,8:26:00,CNR9791595498,Canceled by Customer,CID144808,Mini,Padmanabhanagar,Nagarbhavi,null,null,Driver asked to cancel,null,null,null,415,null,0,null,null
7/23/2024 14:50,14:50:00,CNR3216137549,Success,CID605790,Prime SUV,Langford Town,Whitefield,119,90,null,null,No,null,775,Cash,23,4.2,3.3
7/9/2024 2:52,2:52:00,CNR7433975344,Success,CID102370,Auto,Shivajinagar,Chickpet,98,65,null,null,No,null,396,UPI,18,3.6,3.4
7/16/2024 19:34,19:34:00,CNR2752149819,Success,CID868307,Mini,Ulsoor,Chamarajpet,280,110,null,null,No,null,411,Debit Card,44,3,3.9
7/7/2024 0:15,0:15:00,CNR7450856558,Success,CID121389,Prime Sedan,Chickpet,Electronic City,266,40,null,null,No,null,168,Cash,31,4.9,4.7
7/13/2024 5:26,5:26:00,CNR7687168562,Canceled by Customer,CID291794,Prime Plus,RT Nagar,Hulimavu,null,null,Driver asked to cancel,null,null,null,499,null,0,null,null
7/18/2024 17:08,17:08:00,CNR2616039565,Canceled by Customer,CID880418,Prime Sedan,Kengeri,Peenya,null,null,Wrong Address,null,null,null,342,null,0,null,null
7/16/2024 10:44,10:44:00,CNR9013990430,Success,CID293024,Prime Plus,Shantinagar,Frazer Town,301,60,null,null,No,null,460,Cash,33,4.8,4.9
7/25/2024 21:02,21:02:00,CNR6403693064,Driver Not Found,CID119823,Auto,Hebbal,Richmond Town,null,null,null,null,null,null,812,null,0,null,null
7/8/2024 5:08,5:08:00,CNR7512638761,Canceled by Driver,CID301991,Prime Plus,Chamarajpet,Devanahalli,null,null,null,More than permitted people in there,null,null,651,null,0,null,null
7/1/2024 11:47,11:47:00,CNR9577062720,Success,CID192204,Prime Sedan,BTM Layout,Chamarajpet,63,40,null,null,No,null,217,Cash,18,3.7,4.2
7/24/2024 10:04,10:04:00,CNR3021914528,Canceled by Driver,CID308808,eBike,Padmanabhanagar,Rajarajeshwari Nagar,null,null,null,Personal & Car related issue,null,null,252,null,0,null,null
7/3/2024 13:10,13:10:00,CNR9495436958,Success,CID946290,Prime Plus,Cox Town,Shantinagar,119,105,null,null,No,null,790,Cash,23,3.5,3.8
7/4/2024 19:07,19:07:00,CNR6179732934,Driver Not Found,CID692565,Prime Plus,Kammanahalli,Vijayanagar,null,null,null,null,null,null,285,null,0,null,null
7/30/2024 12:03,12:03:00,CNR1525361077,Success,CID911746,Prime Sedan,Bannerghatta Road,Hulimavu,294,140,null,null,No,null,2509,UPI,10,4.7,4.5
7/1/2024 3:07,3:07:00,CNR1647637548,Success,CID801387,Mini,Shivajinagar,Peenya,49,75,null,null,No,null,615,UPI,1,4.2,4.9
7/24/2024 18:28,18:28:00,CNR4195153311,Success,CID139167,Prime Sedan,Ulsoor,Majestic,238,75,null,null,No,null,237,UPI,38,5,3.4
7/10/2024 7:37,7:37:00,CNR4827484325,Driver Not Found,CID854470,Bike,Peenya,Chickpet,null,null,null,null,null,null,356,null,0,null,null
7/10/2024 21:35,21:35:00,CNR8000993482,Success,CID855897,Prime SUV,Frazer Town,Ramamurthy Nagar,266,40,null,null,No,null,1835,Credit Card,37,3.6,4.8
7/16/2024 13:54,13:54:00,CNR2588489711,Success,CID271119,Prime Sedan,Hebbal,Bannerghatta Road,231,75,null,null,No,null,1065,UPI,40,3.4,4.1
7/10/2024 8:32,8:32:00,CNR5234253257,Success,CID702250,Prime SUV,Basavanagudi,Chamarajpet,77,135,null,null,No,null,393,UPI,22,3.3,4.3
7/18/2024 1:15,1:15:00,CNR2564639381,Canceled by Driver,CID916466,Auto,Nagarbhavi,RT Nagar,null,null,null,Personal & Car related issue,null,null,495,null,0,null,null
7/5/2024 17:11,17:11:00,CNR4011678024,Canceled by Customer,CID283251,Mini,Tumkur Road,Sarjapur Road,null,null,Driver is not moving towards pickup location,null,null,null,390,null,0,null,null
7/15/2024 16:48,16:48:00,CNR9128487422,Driver Not Found,CID287874,Prime SUV,RT Nagar,Hosur Road,null,null,null,null,null,null,237,null,0,null,null
7/26/2024 9:25,9:25:00,CNR5276752307,Canceled by Driver,CID893272,Prime Plus,Ulsoor,Hennur,null,null,null,Personal & Car related issue,null,null,752,null,0,null,null
7/29/2024 3:41,3:41:00,CNR9371669050,Success,CID686863,eBike,Cox Town,Langford Town,231,90,null,null,No,null,256,UPI,32,3.9,4.4
7/5/2024 16:08,16:08:00,CNR4457088806,Success,CID263437,Mini,Chickpet,Electronic City,42,40,null,null,No,null,309,Cash,24,4,3.6
7/4/2024 22:11,22:11:00,CNR4354062360,Canceled by Driver,CID505113,Mini,RT Nagar,Peenya,null,null,null,Personal & Car related issue,null,null,782,null,0,null,null
7/8/2024 16:35,16:35:00,CNR6491123218,Canceled by Driver,CID987117,Prime Sedan,Varthur,Indiranagar,null,null,null,Personal & Car related issue,null,null,208,null,0,null,null
7/3/2024 3:58,3:58:00,CNR8467747572,Canceled by Customer,CID359528,Mini,Mysore Road,Mysore Road,null,null,AC is Not working,null,null,null,567,null,0,null,null
7/26/2024 21:54,21:54:00,CNR6809456544,Success,CID360773,Auto,Tumkur Road,Padmanabhanagar,84,125,null,null,No,null,228,Cash,13,3.7,4.6
7/20/2024 3:56,3:56:00,CNR1862612151,Success,CID847056,Prime Sedan,Kengeri,Mysore Road,301,60,null,null,No,null,364,Credit Card,5,4,4.8
7/4/2024 4:33,4:33:00,CNR3686926291,Success,CID868427,eBike,Ramamurthy Nagar,MG Road,56,45,null,null,No,null,2944,Cash,3,4.6,4.8
7/14/2024 10:04,10:04:00,CNR5872044172,Success,CID808072,Prime Plus,Kengeri,Whitefield,77,80,null,null,No,null,412,Cash,9,4.8,4.5
7/15/2024 7:52,7:52:00,CNR8328108729,Success,CID812644,Mini,Peenya,Basavanagudi,35,90,null,null,No,null,216,Cash,17,4.5,3.4
7/1/2024 2:13,2:13:00,CNR5988079650,Driver Not Found,CID360385,Prime Plus,JP Nagar,Ulsoor,null,null,null,null,null,null,2143,null,0,null,null
7/7/2024 4:55,4:55:00,CNR3276138022,Canceled by Driver,CID924057,Prime Sedan,Magadi Road,Yeshwanthpur,null,null,null,Customer was coughing/sick,null,null,172,null,0,null,null
7/11/2024 17:35,17:35:00,CNR3958098786,Success,CID685088,Prime Plus,Kadugodi,Sahakar Nagar,119,130,null,null,No,null,2429,Cash,33,3.9,3.1
7/4/2024 18:01,18:01:00,CNR1816364514,Success,CID953810,Auto,Varthur,Marathahalli,91,30,null,null,No,null,809,UPI,1,3.9,3.4
7/11/2024 9:55,9:55:00,CNR2849784490,Success,CID760035,Auto,Ulsoor,Rajarajeshwari Nagar,210,85,null,null,No,null,451,UPI,4,3.2,3.6
7/3/2024 20:03,20:03:00,CNR6972748438,Success,CID554381,Prime SUV,Vijayanagar,Majestic,280,50,null,null,No,null,133,UPI,21,4.1,5
7/9/2024 9:04,9:04:00,CNR1791648324,Canceled by Driver,CID663767,Prime Sedan,Koramangala,Rajajinagar,null,null,null,Personal & Car related issue,null,null,367,null,0,null,null
7/10/2024 20:01,20:01:00,CNR7103761124,Driver Not Found,CID674742,Bike,Rajajinagar,JP Nagar,null,null,null,null,null,null,742,null,0,null,null
7/3/2024 23:05,23:05:00,CNR6585703917,Success,CID397507,Auto,HSR Layout,Indiranagar,280,105,null,null,Yes,Customer Demand,489,Cash,2,4.8,4.4
7/21/2024 9:59,9:59:00,CNR3296240325,Success,CID133645,eBike,Whitefield,Hennur,182,100,null,null,No,null,506,Cash,31,3.6,4.9
7/14/2024 3:57,3:57:00,CNR8223523166,Driver Not Found,CID437999,Bike,Whitefield,Mysore Road,null,null,null,null,null,null,601,null,0,null,null
7/1/2024 6:47,6:47:00,CNR9735660911,Success,CID838803,Prime SUV,Bannerghatta Road,Yelahanka,217,115,null,null,No,null,379,UPI,27,3.4,3.8
7/7/2024 22:18,22:18:00,CNR4329982789,Canceled by Customer,CID588544,Bike,Varthur,Ulsoor,null,null,AC is Not working,null,null,null,241,null,0,null,null
